#OTUID	KOSMOS.D1.MPBS	KOSMOS.D15.MPAS	KOSMOS.D24.MPAS	KOSMOS.D32.MPAS	KOSMOS.D36.MPAS	KOSMOS.D42.MPAS	KOSMOS.D48.MPAS	KOSMOS.D8.MPAS
D_3__Flavobacteriales_D_4__Cryomorphaceae$4d3473dbfbeaa58d93f34cf5b4b2a496	0	0	17	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$5a1ca8b9d78f59a5aa8a912056edc4d8	0	0	0	0	0	17	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$6540b527bea061b1dc2b3901b3aa4a4c	0	0	0	17	0	0	0	0
657907068aa2490cdb544e7c8af9eb51$Unassigned	0	0	0	5	0	0	0	6
D_3__Cellvibrionales_D_4__Halieaceae$697070cd30fb33ac06a6597a2e1831db	0	0	0	17	0	0	0	0
D_3__Flavobacteriales_D_4__NS7_marine_group$75556dbb6b734ddd8ae5e22b790f8056	17	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$7cff80075d4c6eca0e899085d3206228	0	0	0	0	0	17	0	0
D_3__Pirellulales_D_4__Pirellulaceae$91048b3ac8bdcab94160c8a3890e736e	0	0	0	0	0	0	11	0
D_3__Synechococcales_D_4__Cyanobiaceae$93df881dc2a7e1ff60008cebabe5dbea	0	7	0	0	0	10	0	0
93f5d54cd4da31fc2ef99ec58341ce10$Unassigned	0	0	0	0	0	4	0	0
D_3__Cellvibrionales_D_4__Halieaceae$98ad2e0a072d6663efe8e822b869cd32	0	0	11	0	6	0	0	0
D_3__Kiritimatiellales_D_4__Kiritimatiellaceae$9ab82f6fe84f018c9a4103d3ceeb2069	0	0	0	8	9	0	0	0
a469545d2361f5e3c494f366f4b11943$a469545d2361f5e3c494f366f4b11943	0	4	0	0	0	0	13	0
D_3__Bradymonadales_Ambiguous_taxa$a6c7b26baabd928798b01cc3cc290c1e	17	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$a9266c33ecd30b742bbf076816d16424	0	17	0	0	0	0	0	0
b0f14e9447e9a5b592f108dbb60fbbc5$b0f14e9447e9a5b592f108dbb60fbbc5	0	0	0	5	0	4	8	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$c8a532746224cda73360e5dceb003135	0	0	0	17	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$caf918f1a50748a89839ffce88e0209b	0	0	5	0	0	0	0	12
D_3__Propionibacteriales_D_4__Nocardioidaceae$cf437717895cb85b958e259e43ed2efd	0	0	17	0	0	0	0	0
d185eae2d58e11c5c056928386a4d475$Unassigned	0	0	0	0	0	17	0	0
D_3__Arctic97B-4_marine_group$e2952bbe3db5771fc293dff095da880a	0	0	0	0	0	17	0	0
e39a67411b494f88934393817a5c52d3$Unassigned	0	7	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$e66746c90a22d94ab5acaaf185d4b8b6	10	0	0	0	7	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$f346e3e7691f0757a63f462c61795d4f	0	0	0	0	0	17	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$fc69165a8ac0f57ad2769fa366027d2c	0	0	0	0	0	0	0	7
D_3__Oceanospirillales_D_4__Nitrincolaceae$0790480a672afa53e27423848ee4d727	0	0	0	16	0	0	0	0
D_3__Nitrospinales_D_4__Nitrospinaceae$102006dd6be2659ec2f91b08b631ce05	0	0	0	10	0	0	6	0
D_3__Bacteroidales_D_4__Marinifilaceae$132ab2bb0eb263ad4518f022ea71594e	0	16	0	0	0	0	0	0
17ce205196823a717fe19d8b2405e756$Unassigned	0	0	0	0	0	0	3	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$1b7910bf1b922597731e513a7aa1ea10	0	12	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$1e00e5fee83e641b54a426d9dcf1d138	0	0	16	0	0	0	0	0
D_3__Bacteroidales_D_4__Paludibacteraceae$231c99eee29621a35610e8e6dc558628	0	0	7	9	0	0	0	0
D_3__Fusobacteriales_D_4__Fusobacteriaceae$279eac7ba67af46a92d75b54a207766c	4	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$28449ea15004834cdcecf5b04d51e0a3	0	0	0	0	0	10	6	0
D_3__Salinisphaerales_D_4__Salinisphaeraceae$2882627e3d195fa1af60d8347cc70775	0	0	0	4	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$2d21b1287cb691ce20f90d535db71bba	0	0	0	16	0	0	0	0
Ambiguous_taxa_Ambiguous_taxa$3459ab201182245c1ef2860508491036	0	0	0	0	0	0	0	3
D_3__Flavobacteriales_D_4__NS9_marine_group$3645088b3aa7fc69bbafd02bd9b6cc1e	0	0	0	0	0	0	0	10
386fd9463172444430bc9d624dcbeba5$Unassigned	0	0	16	0	0	0	0	0
D_3__Salinisphaerales_D_4__Salinisphaeraceae$3a5279045ef03c09d71ea26ae0d2f0f7	0	0	0	0	0	0	10	0
$51335bb9b1a3614a0b478ca34ddf4e9f	0	0	0	0	0	0	0	5
52173665fad64752f67dcc321fb5dcde$Unassigned	0	0	9	0	0	0	0	7
D_3__Rhodobacterales_D_4__Rhodobacteraceae$5754d706eefdedea6489a7a50f5770da	0	0	0	0	0	16	0	0
5c1ab78d3dedaf4186cb90c879cfa0e9$Unassigned	0	4	2	10	0	0	0	0
61db4c801197ec96e31f079f199635a4$Unassigned	0	0	0	16	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$63050d7b7c88ec38b3853278b7bd44c2	3	0	0	0	0	0	0	0
6ccf1d82bcb17de534593861c750f4d2$Unassigned	0	6	0	0	0	0	0	10
D_3__Myxococcales_D_4__P3OB-42$6d2e662191c0c0b864a155c19de21022	0	0	0	0	0	0	6	10
D_3__Chitinophagales_D_4__Saprospiraceae$74c901a01a9b9386c5a4a3895526cbf2	0	7	0	0	0	0	0	0
D_3__Arctic97B-4_marine_group$75dd5004c3d243a74fe59290c051b31a	0	0	0	0	0	7	9	0
D_3__Rickettsiales_D_4__AB1$7ca114a125c4b82017af9185c28c2a4e	0	0	0	0	0	0	16	0
D_3__Campylobacterales_D_4__Thiovulaceae$8126d3de8718032288e813dc56264ee1	0	0	0	0	0	3	13	0
D_3__SAR324_clade(Marine_group_B)_Ambiguous_taxa$88d18e497e076913b9ad8d1e665c58de	0	0	4	0	0	12	0	0
D_3__Microtrichales_D_4__Microtrichaceae$9aa78595ff80e21b4cc6a8cfdec66fa5	16	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$9e121e0afd7cbeaf29c9f3f2cbb641bc	0	0	0	0	0	7	9	0
$a3a97213a3df79ca9cf94f5143f20219	0	0	0	0	11	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$a46536751368953f2db907ca5fe0db03	9	7	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$b362c1106368bb7c4d0c829fa5915ed6	0	0	0	0	0	0	16	0
D_3__Propionibacteriales_D_4__Nocardioidaceae$b755858d918bcf579df2b7d84e78fefa	0	0	11	5	0	0	0	0
c17554537b343150aa4cf7628871e86c$Unassigned	0	0	0	0	0	0	0	7
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$d158f7dff0cecbfce6d894ea1fc5f749	0	0	0	0	0	0	16	0
D_3__Steroidobacterales_D_4__Woeseiaceae$d8dc327860f4257696937a05ef68ec9a	0	0	0	0	0	9	7	0
e27101f73f66493a646799383f4986bc$Unassigned	0	2	3	0	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$e73aae993047be8f6d9be2209cd15594	0	16	0	0	0	0	0	0
D_3__SAR86_clade_D_4__uncultured_marine_bacterium$f6677c19e365190dae0e5d624e792986	0	0	0	16	0	0	0	0
D_3__Piscirickettsiales_D_4__Piscirickettsiaceae$00db27d6e3faf7ccdd3b820ca1efce0f	15	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$05a939663e4edc9096341f504ad529cc	0	0	0	0	0	0	15	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$09f42c5fd873e49e1efef96f02aea3ec	0	0	0	0	0	3	0	0
0c07f1bdddfda08b5d650471ac59c46c$Unassigned	0	0	0	0	0	10	0	0
1006d9c1089bdbc14ca0d2176d1617d1$Unassigned	0	0	0	0	0	0	2	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$11d8ce81643790bfea743dd5699911cf	0	2	0	0	0	0	5	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$137039e88e392c9f3646f4230813f3db	0	0	0	10	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$1429d2ec6b60557191d099ad8a128ba7	0	0	0	0	0	15	0	0
D_3__Erysipelotrichales_D_4__Erysipelotrichaceae$163db38375295c9a27c3975bf7bc23ed	0	6	0	0	0	0	0	0
216c03d86e75930a0bb799700b032072$Unassigned	0	0	15	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$29b34d5dda8195159940e02dd1eb4c1a	0	0	0	0	0	0	15	0
D_3__Clostridiales_D_4__Lachnospiraceae$32f3b704dcd05a11708f2f453837e897	0	15	0	0	0	0	0	0
$39e766d060881f3acf23529b891ec2c2	0	0	0	0	0	0	0	15
3c7b0e8798927d65d0d949cdd6e85a1b$Unassigned	0	0	0	15	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$44c3e83625b4783c0ad38fcc5bc0218f	0	0	0	0	0	15	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$47f43dc17e5b87f6cf36b9af61437921	0	0	0	0	0	15	0	0
D_3__Nitrosococcales_D_4__Nitrosococcaceae$4baeac0068578d1682b611c507c5b0e3	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$4bedd52a06a5017de9f057014ed28116	0	0	0	0	0	0	15	0
D_3__PB19_D_4__uncultured_delta_proteobacterium$50546b597bff2cc05d8b6ce0b129dc78	0	0	0	0	0	0	0	15
D_3__Caulobacterales_D_4__Caulobacteraceae$524b1c062027a9455e89739ab6761c7a	0	0	0	0	0	15	0	0
D_3__SAR324_clade(Marine_group_B)$56ab40860291b02453f32efa5401c242	0	0	0	15	0	0	0	0
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$63c64cb1395a18c631461d76fde48767	0	0	0	0	0	15	0	0
D_3__SAR11_clade_D_4__Clade_II$66235e9281a33c41ccb115d8a9650bdd	0	0	0	0	0	6	0	0
D_3__Rickettsiales_D_4__AB1$670c0133ef125cf0e397ff28f70c538a	0	0	0	0	0	0	0	5
D_3__Flavobacteriales_D_4__NS9_marine_group$6f9347e04871bdb20a1bf21e1cdf4d0f	0	0	0	15	0	0	0	0
73d2b3a60b3eeab6b121aba4760b8da3$Unassigned	0	0	0	0	0	0	15	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$8696b8703e961e6f673b09dbc983caa4	0	5	0	0	6	0	4	0
88a4ef33de305a78eace0b7fa2ce785b$Unassigned	0	0	0	0	3	12	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$8fb2945337d9c58de0b82ded01062101	0	0	0	0	0	8	7	0
D_3__Rickettsiales_D_4__Rickettsiaceae$92de08e18c1c24292dcf74c81798f31e	2	0	7	0	3	3	0	0
D_3__SAR324_clade(Marine_group_B)$97137f8a046c7d17916721d387673b81	0	0	0	15	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$a240af9fe5c144fcf24b896bb187ef18	0	0	12	0	0	0	0	3
D_3__Chitinophagales_D_4__Saprospiraceae$a2835dd34a47a59805cf3912d42fb3f9	0	0	0	15	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$ab5151ac0a2830ba623a68e61fd98eb5	0	0	0	0	0	9	0	0
D_3__Myxococcales_D_4__P3OB-42$bcdcae3d23c03c5573334f80ccca8aa6	0	0	0	15	0	0	0	0
$c05a3ce4b2cf0ef2b81d44fe3f13bfe0	0	0	0	4	0	11	0	0
D_3__Candidatus_Falkowbacteria_D_4__Candidatus_Falkowbacteria_bacterium_RIFOXYC2_FULL_47_12$c3cff018705c9fc329d72d7356bbb6e8	0	0	0	4	0	0	0	0
D_3__Parvibaculales_D_4__Parvibaculaceae$d24ea7d87e2d3eddd48e4610931457b6	0	4	0	0	0	0	0	9
D_3__Steroidobacterales_D_4__Woeseiaceae$d749c054a741c86c1e2285d7350ca83e	0	0	0	15	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$d90af630ec47365b9d4ca2985dcf6d98	0	0	0	0	0	0	9	0
da9fa297e854d42fbbab6404ee1e58c5$Unassigned	0	0	0	0	0	15	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$dbdcfa981ea91c62259ddf1fd1cab23f	0	0	0	12	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$dfd750f5d1bc18df8bab9141424f2337	0	0	0	0	15	0	0	0
D_3__SAR11_clade_D_4__Clade_II$eb40e51216741de5d0deb6062a1d0963	0	0	15	0	0	0	0	0
f5a74704556a83cd1cbf553412136f00$Unassigned	0	0	0	15	0	0	0	0
D_3__Rhodospirillales_D_4__Terasakiellaceae$f76631adf89f26dd4132fd5e257fff92	0	0	0	0	0	15	0	0
fcf70f7e83bb3db12811e4c3a86358f2$Unassigned	0	0	0	4	0	0	0	5
D_3__Desulfobacterales_D_4__Desulfobacteraceae$05f40491eea119253a884116207c82d8	0	0	0	0	0	8	0	0
D_3__Arctic97B-4_marine_group_D_4__uncultured_bacterium$11bf961fa01510693ea07888bacbcfb0	0	0	0	0	3	11	0	0
D_3__SAR11_clade_D_4__Clade_I$15fdf977d605108629c15e6e2fadf360	0	0	0	14	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$1979daeb5331cc5a535eff4fe390c8d9	0	0	0	0	0	14	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$2279bd8ef888c83c0f373e09d9029266	10	0	0	0	0	0	0	4
2b6bf64484436d3bba8baa375299091b$Unassigned	0	0	0	0	0	7	7	0
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$3046b9cf19b3a0c2d54a6bcc9cc2963a	0	0	3	0	0	0	0	0
D_3__Arctic97B-4_marine_group$367d0db93cf16f310a9cfeb6bb60808d	0	0	0	14	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$3d4d3c980bc5ea11f8f0aab51dd9164d	0	0	0	9	0	5	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$3e713dd031354ced551f778f9b119e46	0	0	4	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$4541de671ed9acda42076edbfbbd3e30	0	0	14	0	0	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$4c89c0fe87ba819e53217ac4b8abcce7	0	0	0	14	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$50512628f1c028b9e65829e9018c46ac	2	0	7	0	0	0	0	0
66240f52f13db32182a5001ca3c88c6f$Unassigned	0	0	0	0	0	0	14	0
D_3__Fusobacteriales_D_4__Fusobacteriaceae$7a607d76a12a242850b168d08e7fed4e	0	0	14	0	0	0	0	0
D_3__Rhodospirillales_D_4__uncultured$7c1a8ede0e65c9627d00949e7d25795c	0	0	0	0	0	3	0	0
D_3__Bacteroidetes_VC2.1_Bac22$8cf519cbe3e53dd5d0a5eb73761c6c2d	0	0	0	0	0	10	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8f38a262fbe558205d50aae1d42c76cd	0	0	0	0	0	0	14	0
94a4016fa74bbef65b1424dc5995d581$Unassigned	3	0	0	0	0	0	0	0
D_3__Phycisphaerales_D_4__Phycisphaeraceae$9d2a704f024ae537fed2f18f9f672de2	0	0	0	0	0	14	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$a35ce2c4d1dec4c16b5641f358a4f9dd	0	5	9	0	0	0	0	0
D_3__Legionellales_D_4__Legionellaceae$a51e7e1d70400f0cd456454f22b8d7ba	0	0	5	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$a82068512fbce5d1296009e0fee09d5c	0	0	0	0	0	14	0	0
D_3__SAR11_clade_D_4__Clade_II$ae391c15a58edf51ad17da6e5cade4cf	0	0	0	0	0	0	14	0
b4d4680f3aab3ae0092bfb77e1e205dd$Unassigned	0	0	14	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$b9b9777eea0b97c7a0b4be6aaa39f0ac	0	6	0	8	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$bbf9125f694d84131590f5ee5d8c7add	0	0	0	0	0	14	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$d08ab29fd7daebff3fd77b2de17ebd26	0	0	0	0	0	14	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$ddef4d2d6ba20aa73dc35dadc06f2c02	0	0	0	0	0	0	0	14
D_3__Pirellulales_D_4__Pirellulaceae$0319d1b804fda46a710f397c9d6776bf	3	0	0	6	0	4	0	0
D_3__Vibrionales_D_4__Vibrionaceae$0c6ef11593ce005a184088dd0a2a1c1d	0	13	0	0	0	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$0f1392222b998a156dddd4fe6ae0df93	0	13	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$12d9ae30453a84ef5c6acaeb238a5f12	3	0	0	0	0	0	0	10
17e1577d766339c344c65e12e28aa9d4$Unassigned	0	0	6	0	0	0	0	0
1f312ba4db0d99e3125bbfccea0ff9f8$Unassigned	0	0	13	0	0	0	0	0
D_3__SAR86_clade$23843f9955a2702c6691aa97bea1135e	13	0	0	0	0	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$23fe5d1f66215ca5166dc356af601285	0	0	0	0	0	13	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$2d9d6541ac9523bb242be5d1955ab01a	0	13	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$2df4793a02783565b00cb58f7f77d3c6	7	0	0	0	0	0	0	6
2e8cf36ba45f6514986b087751e612bc$Unassigned	0	0	0	0	0	0	0	10
D_3__Flavobacteriales_D_4__Flavobacteriaceae$2f7e0db7bc51ded75d155abde25a8bb3	0	0	5	0	0	3	5	0
34fa5a06b25df80b9c74dd012771c5a8$Unassigned	0	0	0	0	0	0	0	13
3ab9b4c5827bb34658aaf0c4e827d32f$Unassigned	0	0	13	0	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$3dbb48102a269262cbf0726fd0adafdb	0	13	0	0	0	0	0	0
438fd9ee7934a746a125d5562ffeea77$Unassigned	0	0	9	0	0	0	0	0
46853de943f7112ce7254ffa07cbbc06$Unassigned	0	0	0	0	0	9	4	0
D_3__Lactobacillales_D_4__Streptococcaceae$525a96416073a6494d754274284d5f33	0	5	0	4	0	0	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$55367a84ffd03bfaa345e9a88312dc4b	0	0	0	0	0	0	13	0
D_3__Rhodospirillales_D_4__Terasakiellaceae$615cd3480c26d5a87ad6c9519cf91c58	0	0	0	0	0	13	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$66dfcd63a66ef60f1aa0eb88c798746b	0	0	0	0	0	0	13	0
D_3__OM182_clade$6ee0eff520309d6b4d2fde08cd664342	0	0	0	0	0	5	0	0
D_3__Rhizobiales_D_4__Devosiaceae$7264ba4833d628cc80f6b3c54cb18421	5	0	0	0	0	0	0	0
D_3__Phycisphaerales_D_4__Phycisphaeraceae$759b16e46d90a3623cb949700210e962	0	0	0	0	0	8	0	5
D_3__Oceanospirillales$7783f5747289249d9171991e2d5fc2b8	0	4	0	0	9	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$797965006c0a60c0feb94b5410464981	0	3	0	10	0	0	0	0
$80f21f515da171623a31547a77aef065	0	0	0	13	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$8f729ad163401229fee21264022d1ded	3	0	0	0	0	0	0	0
D_3__PB19_D_4__uncultured_bacterium$8fab60ed8ad4bc78108c7f71c4dfbbfd	0	0	0	8	0	0	0	5
D_3__Flavobacteriales_D_4__NS9_marine_group$98904f3182bea96d6182eab07aa929eb	0	0	0	13	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$998d8a6efbb443ecd8d309bc54d4b039	0	0	0	0	0	0	0	13
D_3__Rickettsiales_D_4__AB1$9e3ba6d47b713c0f05125c85f6c388d6	4	0	0	0	0	0	0	9
D_3__PB19_D_4__uncultured_delta_proteobacterium$a0cda764063f42e64a7ca19783c1631c	0	13	0	0	0	0	0	0
ab51acb541484eb13ad1a592d39444f1$Unassigned	0	0	0	0	0	0	3	0
b7217dcaf5831c6591841541b2a47e85$Unassigned	0	0	5	2	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$b7bef1d87c313e152e272f7862c5f5a6	0	0	0	0	13	0	0	0
D_3__Erysipelotrichales_D_4__Erysipelotrichaceae$ba4a99884af13c89ae16df66a76c8633	0	0	0	13	0	0	0	0
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$c3d94e94b7c9e42f72b03c7eda571f30	0	0	0	0	4	0	0	0
D_3__Rhizobiales_D_4__Xanthobacteraceae$cbdab60eea17272bf26f350c827f46e1	0	0	0	0	0	10	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$cc4869897ee78b1efb063ba2a565ecf3	0	0	0	0	3	6	4	0
d1f8c7c78d2a782759467ffe1bc322e4$Unassigned	0	8	0	0	0	0	0	5
D_3__Cytophagales_D_4__Spirosomaceae$d9ef8a5184f4dec9a18e38bf046a288b	0	0	3	10	0	0	0	0
D_3__SAR86_clade$dc1d0042538936c54edfac9e44f13287	0	0	0	13	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$df23ac97d20e2c9686c1d9f11121fb79	0	5	0	0	8	0	0	0
D_3__Nostocales_D_4__Phormidiaceae$e2ffa8dbb86b10da0f31f41d2c4d5001	0	0	3	10	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$e46cf6fd6ed95116a0fcfb5cf34ab1f9	0	0	0	0	0	0	0	13
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$e491174472121ba1c3ccc9f4458e7115	0	0	0	0	0	0	0	13
D_3__Myxococcales_D_4__P3OB-42$e4edee57728fee8aa8bd98560ae39324	0	0	0	0	0	0	0	4
D_3__Thiomicrospirales_D_4__Thiomicrospiraceae$eb1274205b628f6e05a8057af3115599	0	3	0	0	3	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$ed8f4748ca4e51dbbd15b902842eb2de	0	0	0	0	0	0	13	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$f2905073b8ef00b309594bc321e2147c	0	0	0	4	2	0	3	4
D_3__Alteromonadales_D_4__Alteromonadaceae$f926f31d30b3c5b74de355f8cf1f6c53	0	0	6	0	0	0	0	7
D_3__Alteromonadales_D_4__Alteromonadaceae$fb3100fcc658269f561425b932bd60ef	0	0	13	0	0	0	0	0
D_3__Rickettsiales_D_4__Rickettsiaceae$059b69d58b7d12e6727bd544e9e57bd9	0	0	3	9	0	0	0	0
D_3__metagenome_D_4__metagenome$09833e9b7f905ad96f0f78c28dce59d6	0	6	0	0	0	0	6	0
D_3__Campylobacterales_D_4__Arcobacteraceae$0d39ad3fc9d12d62cea136eb1243e1ff	0	0	0	0	0	12	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$133eb6f0d0420b5e51cbed5dd85da2cd	0	0	0	0	0	0	12	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$160e5d00b1a30774a84f5483b3df189b	0	0	0	0	0	12	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$2736b7b9dffe67250de2e8880bc77e28	0	0	0	0	0	0	8	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$276341852a822bfae7bb1319193e9cac	0	0	0	0	12	0	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$2c5d0492facc8ba54d744f8857184cb3	0	0	0	0	0	0	12	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$2de2198138dacb533507f814c2f936e1	0	0	0	0	0	0	5	0
D_3__Oligoflexales_D_4__Oligoflexaceae$2ea940f12092493ddeea4a1ba6701d17	0	12	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$2efc499aa3fbda11a2ab228f513036fa	0	0	0	0	0	6	6	0
30ad496c3870d36cd75d154d0a30cfc9$Unassigned	0	0	0	0	0	0	2	8
D_3__SAR11_clade_D_4__Clade_II$3399b5cf632c0fd5513b785999f4c941	0	0	12	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$36ec0b6eb73025bb1027cbbb036af40d	0	0	0	12	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$385a463184b446b3a635805355ff1dfa	0	0	0	0	0	0	4	0
D_3__SAR11_clade_D_4__Clade_II$420bff39c1ce689d2c7a9d993bf16d3b	0	0	0	0	0	0	0	12
D_3__Bacteroidales_D_4__Prolixibacteraceae$43bffa906e0483e6b48603b81f171f89	0	0	12	0	0	0	0	0
D_3__PB19$449b5f046b732eb6d8b0d2d567864c4a	0	0	0	12	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$497599de01b40eb223b6510bfc0d3d7e	0	0	0	12	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$4a4495e84335b0af1f1555ab234d0285	12	0	0	0	0	0	0	0
D_3__Saccharimonadales_D_4__uncultured_bacterium$51612d794b6a8739ed656d955a13c06e	0	0	0	12	0	0	0	0
D_3__Pirellulales_D_4__Pirellulaceae$51b09388c14c433cba042febfa8a2b7c	0	0	0	0	0	12	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$55b5435994aca9bc72833b97b7ab146c	0	0	0	12	0	0	0	0
$5ce5440b8715e39fff6bcb0c21066550	0	0	0	12	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$5f04838ad237a65443094b17be3f413d	0	0	0	0	0	12	0	0
D_3__Arctic97B-4_marine_group$5f3432ecc432749cece4ee2b65dcca27	0	0	0	0	12	0	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$63f67111a1be82dcd0c9925cf677465d	0	0	0	0	0	0	0	12
D_3__Desulfobacterales_D_4__Desulfobacteraceae$81e7852372d63ef4b0aeda24ab3816d8	9	0	0	3	0	0	0	0
8271e08d99bc79fd6f2e7f57c9ca1566$Unassigned	0	0	0	0	0	0	12	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$82e4957b91b59e57312d120eed42464a	0	0	0	0	0	12	0	0
836bfa0180b36deac88742ed69a50af1$Unassigned	0	0	3	0	0	0	0	0
D_3__Rickettsiales_D_4__Rickettsiaceae$8805bbc91028a42d54244a1e92cc2255	0	0	0	0	12	0	0	0
8a9051579e3737a56e49a580af55592d$Unassigned	0	0	12	0	0	0	0	0
D_3__PB19_D_4__uncultured_bacterium$92a6a67da6a42cb19b905c8440059111	0	3	0	0	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$98e881d2cda829fd925b235d6eb6d6ca	0	0	12	0	0	0	0	0
9c8a2acc01ea15982217a9226029cdbc$Unassigned	0	0	0	0	8	2	2	0
D_3__SAR11_clade_D_4__Clade_II$9de07862f6eee339715a572bf261d7f0	0	0	0	0	0	12	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$9e79a8fef3ff26f7ca5a88032e147557	0	0	0	0	0	12	0	0
D_3__Phycisphaerales_D_4__Phycisphaeraceae$a5544a67dbedc554c1e9edca5ff9ad58	0	0	0	12	0	0	0	0
